Unique Identifier (SKU),Title,Cost,Product Type,Delivery time,Pictures,Bullet points,Details,Options,URL,Reviews,Seller,Category,Inventory,Special Offer,Fulfillment,Date
48651582,REFRESH Classic Lubricant Eye Drops Single-Use Containers 50 Each (Pack of 4),70.96,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/92c7188d-8e9a-4de9-a8cb-a3ec818ad4d6_1.82731a95164ed619dc365a4ff86f6f88.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Refresh'}, {'name': 'Assembled Product Weight', 'value': '0.84 Pounds'}]",,https://www.walmart.com/ip/REFRESH-Classic-Lubricant-Eye-Drops-Single-Use-Containers-50-Each-Pack-of-4/48651582,0,Pharmapacks,Home Page/Health/Walmart Vision Centers/Eye Care,47,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48651638,RectiCare Anorectal Cream 1 oz (30g) (Pack of 4),88.67,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/76368860-ca2e-4e0a-ae88-0ee22a56e220_1.0af4be610527a3959fe781f2f07570bb.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Recticare'}, {'name': 'Assembled Product Weight', 'value': '0.7252 Pounds'}]",,https://www.walmart.com/ip/RectiCare-Anorectal-Cream-1-oz-30g-Pack-of-4/48651638,0,Pharmapacks,Home Page/Sports & Outdoors/Outdoor Sports/Emergency Prep/First Aid,74,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48651685,Cutar Emulsion 6 oz (Pack of 4),97.14,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/7e4f9179-86ea-449b-8929-da0177f6e3da_1.dc61b76595ad6b5c76d35dd75d64cf04.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Cutar'}, {'name': 'Assembled Product Weight', 'value': '1.75 Pounds'}]",,https://www.walmart.com/ip/Cutar-Emulsion-6-oz-Pack-of-4/48651685,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Skin Treatments,6,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48651799,Dr. Scholl's Adjustable Arch Pain Relief Orthotics Men's 8-12 1 Pair (Pack of 4),40.78,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/93394e2c-92d2-44f0-8184-95e3bff8b9c5_1.b44fcdf67fc7ea21929f4a3f5ba1dbac.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Gender', 'value': 'Men'}, {'name': 'Brand', 'value': ""Dr. Scholl's""}]",,https://www.walmart.com/ip/Dr.-Scholl-s-Adjustable-Arch-Pain-Relief-Orthotics-Men-s-8-13-1-Pair-Pack-of-4/48651799,0,Pharmapacks,Home Page/Beauty/Personal Care/Foot Care,20,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48651827,Advil PM 200 mg Coated Caplets 80 ea (Pack of 6),75.78,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/44e6893e-e37f-4a1f-be0b-e35935ee4bd1_1.72d6f494cbc66705c873cddc1f3d9381.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Advil'}, {'name': 'Assembled Product Weight', 'value': '0.96 Pounds'}]",,https://www.walmart.com/ip/Advil-PM-200-mg-Coated-Caplets-80-Caplets-Pack-of-6/48651827,7,Pharmapacks,Home Page/Health/Medicine Cabinet/Pain Relievers,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48651838,Alcon OPTI-FREE RepleniSH Multi-Purpose Disinfecting Solution 20 oz (Pack of 4),87.45,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/d7bf81e9-7d2f-486f-8688-54fce8dc769e_1.7c2f273f8f952b1c3096f1118c1a6bfe.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'manufacturer_part_number', 'value': 'OPTI-FREE'}, {'name': 'Brand', 'value': 'Opti-Free'}, {'name': 'Assembled Product Weight', 'value': '6.24 Pounds'}]",,https://www.walmart.com/ip/Alcon-OPTI-FREE-RepleniSH-Multi-Purpose-Disinfecting-Solution-20-oz-Pack-of-4/48651838,18,Pharmapacks,Home Page/Health/Walmart Vision Centers/Eye Care,25,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48652051,Citrucel Orange Flavor 30 oz (Pack of 4),68.68,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/22aa884e-a15a-4c78-b0d4-50f738405a71_1.bcc0ec04fe0412afe45f23a2c0e07aa4.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Citrucel'}, {'name': 'Assembled Product Weight', 'value': '8.4 Pounds'}]",,https://www.walmart.com/ip/Citrucel-Orange-Flavor-30-oz-Pack-of-4/48652051,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,86,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48652295,Boiron Oscillococcinum Quick-Dissolving Pellets 6 Each (Pack of 4),40.99,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/7d527c93-6fcb-4870-8ddc-1d74f84bc1a9_1.125bde50e3f7706a93a48cc67b959b46.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Boiron'}, {'name': 'Assembled Product Weight', 'value': '0.32 Pounds'}]",,https://www.walmart.com/ip/Boiron-Oscillococcinum-Quick-Dissolving-Pellets-6-Each-Pack-of-4/48652295,0,Pharmapacks,"Home Page/Health/Medicine Cabinet/Cough, Cold & Flu",75,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48652436,Prevacid 24 Hr Capsules 28 Capsules (Pack of 4),86.12,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/7318e04f-0e82-4f40-9fe1-d4545dbd526d_1.d123a3c724996a9fae14e7516fd19709.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Prevacid</li><li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Prevacid'}, {'name': 'Assembled Product Weight', 'value': '0.44 Pounds'}, {'name': 'Assembled Product Dimensions (L x W x H)', 'value': '3.25 x 1.50 x 4.40 Inches'}]",,https://www.walmart.com/ip/Prevacid-24-Hr-Capsules-28-Capsules-Pack-of-4/48652436,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,35,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48652464,"Systane Ultra High Performance Lubricant Eye Drops, Twin Pack 20 ml (Pack of 4)",74.47,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/16bdc978-2cfc-4cde-80cd-d9f107638145_1.cca1721c748950e2e61b17411af75606.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Systane'}]",,https://www.walmart.com/ip/Systane-Ultra-High-Performance-Lubricant-Eye-Drops-Twin-Pack-20-ml-Pack-of-4/48652464,0,Pharmapacks,Home Page/Health/Walmart Vision Centers/Eye Care,95,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48652473,"Advil Children's Fever Ibuprofen Liquid Suspension, Grape 8 oz, Twin Pack (Pack of 6)",70.04,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/43078ea3-4a1a-4965-be44-4ee5bd422dd3_1.a473a9015cf17e03854585ef4a674e1a.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 6</li>,"[{'name': 'Brand', 'value': 'Advil'}, {'name': 'Assembled Product Weight', 'value': '5.1 Pounds'}]",,https://www.walmart.com/ip/Advil-Children-s-Fever-Ibuprofen-Liquid-Suspension-Grape-8-oz-Twin-Pack-Pack-of-6/48652473,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Pain Relievers,14,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48652491,Humco Gentian Violet Topical Solution 2% 2 oz (Pack of 4),60.19,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/09ce507c-4221-449c-ac3f-4af0754da483_1.0a7ab58396c70b182cbccedd710a7ba4.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Condition', 'value': 'New'}, {'name': 'Brand', 'value': 'Humco'}, {'name': 'Assembled Product Weight', 'value': '1.2 Pounds'}]",,https://www.walmart.com/ip/Humco-Gentian-Violet-Topical-Solution-2-2-oz-Pack-of-4/48652491,0,Pharmapacks,Home Page/Sports & Outdoors/Outdoor Sports/Emergency Prep/First Aid,78,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48652613,Alteril All Natural Sleep Aid 30 Tablets (Pack of 4),35.06,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/1d2af6a5-b22b-48ce-b257-4117f8573f35_1.6d358ea5493a19cde0b51e784e08f3fb.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Alteril'}, {'name': 'Assembled Product Weight', 'value': '0.76 Pounds'}]",,https://www.walmart.com/ip/Alteril-All-Natural-Sleep-Aid-30-Tablets-Pack-of-4/48652613,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Sleep & Snoring Aids,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48652754,Cara Heating Pad Moist/Dry King Size With Select Heat 1 Each (Pack of 2),69.29,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/77a93d4f-2804-40ec-8a1b-fbf6e9aba8eb_1.86dead597df1298f282fe8e91d4cfa58.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 2</li>,"[{'name': 'Brand', 'value': 'Cara'}, {'name': 'Assembled Product Weight', 'value': '3.32 Pounds'}]",,https://www.walmart.com/ip/Cara-Heating-Pad-Moist-Dry-King-Size-With-Select-Heat-1-Each-Pack-of-2/48652754,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Hot & Cold Therapy,19,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48652824,Hydrocil Instant Fiber Laxative 10.60 oz (Pack of 4),63.53,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/c5112c23-3654-4c8a-b507-b290f14bce2c_1.6436bc0c5990635a6d62c5b024c29419.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Hydrocil'}, {'name': 'Assembled Product Weight', 'value': '2.8996 Pounds'}]",,https://www.walmart.com/ip/Hydrocil-Instant-Fiber-Laxative-10.60-oz-Pack-of-4/48652824,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,33,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48652928,NonyX Nail Gel 4 oz (Pack of 4),86.01,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/57df6cad-0a6f-4b89-982c-40bb8b732ca0_1.333f6032e818f3535ff6198f48d5b64e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Gender', 'value': 'Women'}, {'name': 'Brand', 'value': 'NONYX'}, {'name': 'Assembled Product Weight', 'value': '1.44 Pounds'}]",,https://www.walmart.com/ip/NonyX-Nail-Gel-4-oz-Pack-of-4/48652928,0,Pharmapacks,Home Page/Beauty/Personal Care/Foot Care,47,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48652959,Flexitol Heel Balm 4 oz (Pack of 4),34.88,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/be091b8e-78aa-42c8-a53e-3f6672b5971a_1.2b397d031a6130e6959e2925283dd442.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Gender', 'value': 'Unisex'}, {'name': 'Brand', 'value': 'Flexitol'}, {'name': 'Assembled Product Weight', 'value': '1.2752 Pounds'}]",,https://www.walmart.com/ip/Flexitol-Heel-Balm-4-oz-Pack-of-4/48652959,0,Pharmapacks,Home Page/Beauty/Personal Care/Foot Care,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48652964,LACTAID Fast Act Chewables Vanilla Twist 60 Tablets (Pack of 4),58.06,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/0003cf33-2dcb-4da7-ad40-714a922c3150_1.5c53c8d0da2b1b7086c135a0f4a3bf2f.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Lactaid'}, {'name': 'Assembled Product Weight', 'value': '0.96 Pounds'}]",,https://www.walmart.com/ip/LACTAID-Fast-Act-Chewables-Vanilla-Twist-60-Tablets-Pack-of-4/48652964,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,33,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48653012,Mycocide CX Callus Exfoliator 3.50 oz (Pack of 4),29.58,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/2a9edaf2-92d8-4a46-99a8-7ae3949ce134_1.19f1491221db6aeef93d7624afde7aef.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Gender', 'value': 'Unisex'}, {'name': 'Brand', 'value': 'MYCOCIDE'}]",,https://www.walmart.com/ip/Mycocide-CX-Callus-Exfoliator-3.50-oz-Pack-of-4/48653012,0,Pharmapacks,Home Page/Beauty/Personal Care/Foot Care,17,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48653035,Systane Lubricant Eye Drops 30 mL (Pack of 4),75.1,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/3d32e768-3730-41e1-8125-369588487c5a_1.5b8cfe50e554346815d73539dc562905.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Systane'}, {'name': 'Assembled Product Weight', 'value': '0.32 Pounds'}]",,https://www.walmart.com/ip/Systane-Lubricant-Eye-Drops-30-mL-Pack-of-4/48653035,0,Pharmapacks,Home Page/Health/Walmart Vision Centers/Eye Care,62,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48653070,Spenco RX 3/4 Length Orthotic Arch Supports Size 3 1 Pair (Pack of 4),86.94,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/8271318c-ec4c-4939-a9d4-55d408820f5c_1.7ba11cf3f2fdd0dde153165cc566961e.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Spenco'}]",,https://www.walmart.com/ip/Spenco-RX-3-4-Length-Orthotic-Arch-Supports-Size-3-1-Pair-Pack-of-4/48653070,0,Pharmapacks,Home Page/Beauty/Personal Care/Foot Care,1,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48653118,Breathe Right Nasal Strips Clear Large 30 Each (Pack of 4),46.38,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/260854a3-6df2-4a02-abdb-8cfd7c9e8da6_1.56a2a33ad1d63e1bebbabd3ed2d7ccee.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Breathe Right'}, {'name': 'Assembled Product Weight', 'value': '0.24 Pounds'}]",,https://www.walmart.com/ip/Breathe-Right-Nasal-Strips-Clear-Large-30-Each-Pack-of-4/48653118,1,Pharmapacks,Home Page/Health/Medicine Cabinet/Allergy,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48653254,ASPERCREME Pain Relieving Creme 5 oz (Pack of 4),35.21,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/689b1a1b-cc1d-49fb-bbd1-7406028e7ed9_1.34d2358a07ea7a3896ba23e062452158.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Aspercreme'}, {'name': 'Assembled Product Weight', 'value': '1.68 Pounds'}]",,https://www.walmart.com/ip/ASPERCREME-Pain-Relieving-Creme-5-oz-Pack-of-4/48653254,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Pain Relievers,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48653269,Carmex Cold Sore Treatment 0.07 oz (Pack of 4),47.29,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/24ae6f77-5708-40f6-9659-6ade05f1effd_1.591c3f1264726ca9a0168dfb03b5b586.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Carmex'}, {'name': 'Assembled Product Weight', 'value': '0.48 Pounds'}]",,https://www.walmart.com/ip/Carmex-Cold-Sore-Treatment-0.07-oz-Pack-of-4/48653269,0,Pharmapacks,Home Page/Sports & Outdoors/Outdoor Sports/Emergency Prep/First Aid,32,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48653290,Aquanil HC Lotion 4 oz (Pack of 4),67.04,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/3b718551-b82e-491d-8c11-82efdbcb756c_1.df5c7d4695b3dee2bdbd05a85946e3ec.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Condition', 'value': 'New'}, {'name': 'Brand', 'value': 'AQUANIL'}, {'name': 'Assembled Product Weight', 'value': '1.24 Pounds'}]",,https://www.walmart.com/ip/Aquanil-HC-Lotion-4-oz-Pack-of-4/48653290,0,Pharmapacks,Home Page/Sports & Outdoors/Outdoor Sports/Emergency Prep/First Aid,26,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48653455,OneTouch Ultra Mini Glucose Monitoring System Blue Comet 1 Each (Pack of 4),80.78,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/d55a16eb-f673-420b-8538-01b20f6e9afb_1.c7fc4a51b5eadeabae0194c509b275f1.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'OneTouch'}]",,https://www.walmart.com/ip/OneTouch-Ultra-Mini-Glucose-Monitoring-System-Blue-Comet-1-Each-Pack-of-4/48653455,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Home Diagnostic Tests,66,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48653535,Advil Film-Coated Ibuprofen 200 mg Tablets 80 ea (Pack of 4),50.88,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/12954560-c550-498c-8b56-915374ba4f76_1.53815810cc0dcdad009df606f2d92288.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Advil'}, {'name': 'Assembled Product Weight', 'value': '1.16 Pounds'}]",,https://www.walmart.com/ip/Advil-Film-Coated-Ibuprofen-200-mg-Tablets-80-ea-Pack-of-4/48653535,11,Pharmapacks,Home Page/Health/Medicine Cabinet/Pain Relievers,38,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48653549,ASPERCREME Pain Relieving Lotion 6 oz (Pack of 4),26.65,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/12016040-111c-4201-816b-c7400d82362a_1.ed323f23037f8140303cae2767ddc616.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Aspercreme'}, {'name': 'Assembled Product Weight', 'value': '1.84 Pounds'}]",,https://www.walmart.com/ip/ASPERCREME-Pain-Relieving-Lotion-6-oz-Pack-of-4/48653549,1,Pharmapacks,Home Page/Health/Medicine Cabinet/Pain Relievers,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48653707,Dr. Scholl's Freeze Away Wart Remover 7 Each (Pack of 3),37.44,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/15aaa855-ed25-4cbb-afc9-a2a91dd4ccfd_1.18884207f60bd212ccae3cdc699f5d78.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 3</li>,"[{'name': 'Gender', 'value': 'Unisex'}, {'name': 'Brand', 'value': ""Dr. Scholl's""}]",,https://www.walmart.com/ip/Dr.-Scholl-s-Freeze-Away-Wart-Remover-7-Each-Pack-of-3/48653707,0,Pharmapacks,Home Page/Beauty/Personal Care/Foot Care,250,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48653831,Unisom SleepGels 32 Caps (Pack of 4),35.86,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/1780bfa5-c5cd-4e58-a720-748c6a438697_1.966c11a2b6f0352c970ebec15df4faea.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Unisom'}, {'name': 'Assembled Product Weight', 'value': '0.4 Pounds'}]",,https://www.walmart.com/ip/Unisom-SleepGels-32-Caps-Pack-of-4/48653831,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Sleep & Snoring Aids,103,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48653890,"Clear Care Triple Action Cleaning 3% Hydrogen Peroxide Cleaning & Disinfecting Solution, Twin Pack (Pack of 4)",81.91,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/a440cba7-8003-49c3-ace0-83a8245f484d_1.6f243599b25b8b708818e445708ce402.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Clear Care</li><li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'Clear Care'}, {'name': 'Assembled Product Weight', 'value': '6.36 Pounds'}]",,https://www.walmart.com/ip/Clear-Care-Triple-Action-Cleaning-3-Hydrogen-Peroxide-Cleaning-Disinfecting-Solution-Twin-Pack-Pack-of-4/48653890,0,Pharmapacks,Home Page/Health/Walmart Vision Centers/Eye Care,126,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
48653929,TUMS Chewy Delights Ultra Strength Soft Chews Smooth Peppermint 32 Each (Pack of 4),26.47,PACKS OF,2-Day Shipping,['https://i5.walmartimages.com/asr/d173ddb8-dc60-4842-95ab-8288412b7ca6_1.6e6493c7d5f3748d2dcf84e9852d7552.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF'],<li>Pack of 4</li>,"[{'name': 'Brand', 'value': 'TUMS'}]",,https://www.walmart.com/ip/TUMS-Chewy-Delights-Ultra-Strength-Soft-Chews-Smooth-Peppermint-32-Each-Pack-of-4/48653929,0,Pharmapacks,Home Page/Health/Medicine Cabinet/Digestion & Nausea,71,,"{u's2HDisplayFlags': [u'MARKETPLACE', u'FREE_SHIPPING'], u'isS2H': True, u'isPUT': False, u'isSOI': False, u'isS2S': False}",2017-03-02 17:45:12
